1	51851159	5189	28	51864007	0	35832
2	73659999	7323	27	73672007	9	38467
3	18818503	1940	28	18859887	100	36614
4	25220319	2466	28	30946119	0	12199
5	68664231	6875	28	72196495	8	22712
6	14199135	1403	28	19426423	5	52555
7	58698887	5895	27	72213927	0	23807
8	12187247	1205	27	28276407	40	53675
9	23525991	2278	28	23536879	0	7045
10	5811879	562	27	5823887	13	47517
11	38279143	3802	28	38291151	0	32148
12	14595551	1442	27	14608687	0	58723
13	29141687	2876	27	31352207	0	5516
14	9901943	960	27	14056839	33	35376
15	56945231	5684	28	62265863	0	57854
16	79575567	7939	27	83551455	100	47284
17	16924999	1767	27	34967847	100	16228
18	49788463	4985	27	57891191	5	32102
19	76683231	7690	27	76695247	100	49253
20	14514015	1430	27	14526023	84	11139
21	60970935	6068	27	60982943	1	5629
22	12622839	1283	27	13490911	97	22982
23	41382111	4093	27	45433927	100	21534
24	69089551	6911	27	74200375	0	6226
25	13834583	1375	27	16542975	100	33016
26	56866759	5688	27	59414423	5	17182
27	9734527	957	28	21442527	0	27570
28	40206079	4012	28	58282279	48	3280
29	11438679	1138	27	14101527	36	13181
30	47834695	4747	28	47848111	5	15660
31	20519671	2084	28	20532807	100	18003
32	33697383	3348	28	33709391	0	30564
33	10490487	1025	28	17188615	0	35991
34	30441399	3043	27	66765143	5	21069
35	69262143	6876	28	84175815	56	6726
36	79670431	8065	28	79682439	100	6084
37	21699527	2162	28	21711535	0	6040
38	63861983	6397	28	67080695	5	34305
39	11772767	1146	28	15902023	8	31340
40	13395535	1274	28	35267847	0	15671
41	62534559	6280	28	70719703	100	18240
42	19759063	1969	28	19772199	81	32076
43	63442247	6353	28	63454255	0	22658
44	65100039	6456	28	65112047	72	33919
45	77869607	7785	28	81902895	100	14550
46	20429503	2115	28	22962271	97	21809
47	54468279	5452	28	59922783	0	24213
48	9666887	934	28	15042215	0	8023
49	60017007	6008	28	64690591	0	3662
50	11013127	1070	28	13808815	93	13290
51	53250743	5323	27	60162919	0	17375
52	9069207	881	28	11822031	16	12028
53	33917343	3335	28	46474159	1	17237
54	9474311	935	28	47526447	29	13979
55	38974471	3807	28	68239999	28	19770
56	81203119	8187	28	82473575	100	11211
57	21556215	2209	28	21569351	100	14018
58	60760239	6073	28	60772247	5	22896
59	12610887	1228	28	12622895	48	4581
60	53377639	5312	28	53421559	0	38309
61	20538503	2085	28	26117063	100	30730
62	55005095	5447	28	61002751	5	47349
63	19584935	2025	28	24956175	100	14351
64	53990415	5382	28	58949479	0	23869
65	77609047	7752	28	83129479	100	20624
66	20969263	2162	28	25442647	97	19894
67	51978263	5199	28	72334647	0	18670
68	8839415	874	28	15830319	20	17333
69	27054847	2640	28	27066855	0	26396
70	76083503	7527	28	76097951	93	25905
71	15740903	1656	28	15755447	100	20669
72	59091575	5907	28	59132959	0	14571
73	10068551	984	27	13901799	64	20096
74	30472751	2995	28	34107015	5	33609
75	8314183	811	27	12611727	16	22121
76	38628943	3866	28	56365711	24	6934
77	72087895	7218	27	81889383	0	13599
78	20656495	2065	25	20668503	97	4597
79	66223511	6644	24	66236647	0	23022
80	13060967	1283	27	13072975	64	12455
81	23655079	2291	28	23668495	0	23845
82	5850759	568	27	5862767	53	17672
83	62038583	6179	27	64516095	0	15873
84	75257887	7598	28	79404399	100	19612
85	17880655	1785	28	20403815	49	45185
86	52198687	5237	28	73341207	5	23966
87	18030119	1808	27	27415991	96	27944
88	46556847	4625	28	46568855	0	41339
